mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0047452449798583984,0.00044428758141942934,0.0029496192932128907,0.00037015891010015083,2.154434690031884,0.027825594022071243,"{'C': 2.154434690031884, 'gamma': 0.027825594022071243}",0.5283224400871459,0.5390649756157883,0.5383380168606985,0.64,0.5170829170829171,0.5525526772149303,0.044333118691471024,1,0.6824378635642517,0.6595913461538462,0.6688585393733367,0.6599424828531829,0.6680319853847732,0.6677724434658782,0.008301326995305476
0.004368495941162109,0.0006903304688137354,0.0023792743682861327,0.00042529786452313807,2.154434690031884,0.027825594022071243,"{'C': 2.154434690031884, 'gamma': 0.027825594022071243}",0.5075283498312284,0.5390649756157883,0.5592948717948718,0.6598639455782314,0.5326994434137291,0.5595078613295846,0.05273001834827052,1,0.67768115942029,0.6641683592868426,0.6699441745339717,0.644091288482237,0.6730749801824767,0.6657919923811636,0.011706336360811491
0.0046733379364013675,0.0006340316623533886,0.0026033878326416015,0.000439744222112519,1.0,0.21544346900318834,"{'C': 1.0, 'gamma': 0.21544346900318834}",0.5686274509803921,0.5390649756157883,0.5040706341015938,0.6447477578964833,0.5753158406219631,0.5656694518844237,0.04642752177253594,1,0.8244870863498585,0.7999399939994,0.8490503466988243,0.8216423584105982,0.8267114410874952,0.8243662453092352,0.015613332252243753
0.005016517639160156,0.0005831099732360881,0.0028460025787353516,0.00015924190898758945,1.0,0.21544346900318834,"{'C': 1.0, 'gamma': 0.21544346900318834}",0.5490196078431373,0.5327908052465288,0.5040706341015938,0.6707208135779565,0.5753158406219631,0.5654809938747023,0.056740438044452716,1,0.8244870863498585,0.7948923507789253,0.844139991463935,0.8067176393207628,0.8167373938031137,0.8173948923433191,0.016651726373522326
0.004735231399536133,0.000777582273662295,0.002738618850708008,0.0004596137024928071,2.154434690031884,0.21544346900318834,"{'C': 2.154434690031884, 'gamma': 0.21544346900318834}",0.5682956259426848,0.5834193326453387,0.47916666666666663,0.7126436781609194,0.5753158406219631,0.5837388698001781,0.07450325745087709,1,0.8643390826240867,0.8692684152346498,0.8703002842928216,0.8952944576273256,0.8809548112395923,0.8760314102036952,0.011050785521326547
0.005182647705078125,0.0003737643162165096,0.002707052230834961,0.00046599901239570977,2.154434690031884,0.21544346900318834,"{'C': 2.154434690031884, 'gamma': 0.21544346900318834}",0.5686274509803921,0.5834193326453387,0.5486722991083226,0.7283365207443697,0.5468187274909964,0.5944991250317516,0.06729284100608131,1,0.869543859649123,0.869176967138981,0.879903961584634,0.8858114822115024,0.8859234911345386,0.8780719523437558,0.007439789897799341
0.005299282073974609,0.000129818458748984,0.0028429031372070312,0.00017927143063623205,2.154434690031884,0.21544346900318834,"{'C': 2.154434690031884, 'gamma': 0.21544346900318834}",0.5486722991083226,0.6013891449996926,0.5486722991083226,0.7313284721922596,0.5468187274909964,0.5946798154920827,0.07044004335694613,1,0.869543859649123,0.8640326838466373,0.8848705440900563,0.8807794694563795,0.8810132583117024,0.8760479630707797,0.00789366254031568
0.005491924285888672,0.0005788596965004206,0.0015616416931152344,6.112933343689706e-05,100.0,0.21544346900318834,"{'C': 100.0, 'gamma': 0.21544346900318834}",0.5676289034132171,0.5652782852271343,0.5557142857142857,0.7332286068623398,0.5008597565169544,0.5847312323458963,0.0779103508986877,1,0.9950006253908693,0.99,0.9950253683914216,0.9950253683914216,0.990100951842757,0.9930304628032939,0.002433375289700377
0.004998350143432617,0.0007072775069622099,0.0026270866394042967,0.0004468965672600546,2.154434690031884,0.21544346900318834,"{'C': 2.154434690031884, 'gamma': 0.21544346900318834}",0.5879181861423814,0.5734176917468307,0.5040706341015938,0.692337312283404,0.5468187274909964,0.5802963269341702,0.06222074397086278,1,0.869543859649123,0.8841759899434318,0.8848705440900563,0.8856768207607575,0.8761010508466428,0.8800736530580023,0.006291151521995503
0.005417966842651367,0.0002169621960109104,0.0029520034790039063,0.0001606531968341271,2.154434690031884,0.21544346900318834,"{'C': 2.154434690031884, 'gamma': 0.21544346900318834}",0.5676289034132171,0.5437449833734664,0.48697809011988424,0.6981818181818182,0.5170829170829171,0.5628491098735814,0.07268276516629135,1,0.8645434504872367,0.8740100565681962,0.8805260684101773,0.8903194179775192,0.8761557121516784,0.8771109411189615,0.008421362401581646
0.005133390426635742,0.0007983013114704057,0.0027562618255615235,0.0005124517625825302,2.154434690031884,0.21544346900318834,"{'C': 2.154434690031884, 'gamma': 0.21544346900318834}",0.5676289034132171,0.5075283498312284,0.48697809011988424,0.719098228663446,0.5015006002400961,0.5566150010613464,0.08562910540165494,1,0.8696354166666665,0.8842868619919159,0.8755110174027719,0.895351558816841,0.8711609024980169,0.8791891514752426,0.009554740857559127
0.005082464218139649,0.0007547302049283457,0.0025872707366943358,0.0005954964656214465,1.0,0.0774263682681127,"{'C': 1.0, 'gamma': 0.0774263682681127}",0.5247911130264071,0.6013891449996926,0.492860057119543,0.6195438175270109,0.6026991441737986,0.568078266757669,0.049948529604229006,1,0.6949465595354308,0.71,0.736318407960199,0.7112713319912618,0.7128712871287128,0.7130815173231209,0.013278904300610355
