Date,Open,High,Low,Close,Volume,Adj Close,change,ptc_chg,ma10,ma20,ma30,diff,dea,macd,rsi6,rsi12,rsi24,mfi,pos,neu,neg,ple,att,sen,apt
2002-09-11,8.25,8.3,8.25,8.25,2904500,6.07,-0.05000000000000071,-0.6024096385542254,8.34,8.435000000000002,8.395000000000001,-0.0035959147698729765,0.045994390078985724,-0.0495903048488587,29.77033931037725,42.572773498128726,53.56033911797906,22.989423474567012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-12,8.2,8.3,8.2,8.25,6595500,6.07,0.0,0.0,8.309999999999999,8.435000000000002,8.388333333333335,-0.011733312117597094,0.03444884963966916,-0.046182161757266256,29.77033931037725,42.572773498128726,53.56033911797906,13.433693183866104,29.674499999999995,0.5395957929469994,-13.875,8.319500000000009,11.469500000000004,9.825999999999997,10.694000000000006
2002-09-13,8.2,8.25,8.2,8.2,4924000,6.03,-0.05000000000000071,-0.6060606060606146,8.29,8.432500000000001,8.380000000000003,-0.021963656910056528,0.023166348329724026,-0.04513000523978055,23.65486941483501,39.012712060766866,51.681768461910536,4.513358673127692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-16,8.2,8.25,8.0,8.05,13740000,5.92,-0.14999999999999858,-1.8292682926829096,8.26,8.410000000000002,8.370000000000003,-0.041694398192923636,0.010194199025194486,-0.05188859721811813,13.598522151955116,30.630033153360486,46.568685326293405,4.630730376765831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-17,8.1,8.15,8.05,8.15,7161200,5.99,0.09999999999999963,1.242236024844716,8.245000000000001,8.387500000000003,8.365000000000002,-0.048700598363913265,-0.0015847604526270653,-0.047115837911286214,35.526212039764644,40.00536046776335,50.00923192410872,8.3178535951558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-18,8.1,8.15,8.05,8.15,4544700,5.99,0.0,0.0,8.225000000000001,8.365000000000004,8.363333333333337,-0.05363479395811943,-0.011994767153725541,-0.041640026804393895,35.526212039764644,40.00536046776336,50.00923192410872,9.52853820036461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-19,8.05,8.15,8.05,8.15,6311500,5.99,0.0,0.0,8.205000000000002,8.342500000000005,8.358333333333336,-0.056889393993943216,-0.020973692521769075,-0.035915701472174134,35.526212039764644,40.00536046776336,50.00923192410872,14.388422343654012,50.34799999999999,0.5124378109452736,-35.64099999999999,8.326000000000002,37.47499999999999,14.359000000000005,6.038999999999996
2002-09-20,8.05,8.15,8.0,8.15,9947500,5.99,0.0,0.0,8.195000000000004,8.317500000000004,8.355000000000002,-0.058790982124643065,-0.028537150442343874,-0.030253831682299188,35.52621203976463,40.00536046776336,50.00923192410872,18.01336263102322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-23,8.1,8.1,8.0,8.05,6649000,5.92,-0.09999999999999963,-1.2269938650306704,8.170000000000002,8.287500000000005,8.34666666666667,-0.06758805565012516,-0.03634733148390013,-0.031240724166225024,23.276712673410447,33.578107286379186,46.46220091392917,19.051973857062425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-24,8.0,8.0,7.8,7.85,18013400,5.77,-0.20000000000000107,-2.484472049689454,8.125000000000004,8.247500000000004,8.333333333333336,-0.0896645314247877,-0.04701077147207765,-0.04265375995271005,12.736746954889878,24.862902396900353,40.47150161810881,18.927748884097372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-25,7.7,7.8,7.7,7.75,14306000,5.7,-0.09999999999999963,-1.2738853503184668,8.075000000000003,8.207500000000003,8.315000000000003,-0.11391630553399955,-0.060391878284462026,-0.05352442724953753,10.01563065539299,21.77951459040388,37.920530417395376,7.692011905450531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-26,7.75,7.85,7.75,7.85,11615300,5.77,0.09999999999999963,1.2903225806451568,8.035000000000002,8.172500000000003,8.30166666666667,-0.1236415837616267,-0.07304181937989497,-0.050599764381731735,28.37758118515349,31.100861627918782,41.75162982521767,19.439200391553115,20.704,0.6666666666666666,-13.52,1.107,6.7730000000000015,10.71,10.950999999999999
