Date,Open,High,Low,Close,Volume,Adj Close,change,ptc_chg,ma10,ma20,ma30,diff,dea,macd,rsi6,rsi12,rsi24,mfi,pos,neu,neg,ple,att,sen,apt
2003-02-20,84.0,84.75,83.75,84.25,1593300,58.95,0.25,0.2976190476190476,83.3,83.2875,83.90833333333333,-0.3595181734533384,-0.6787640729116696,0.3192458994583313,67.89325981059963,58.917857954137666,54.52534951601768,54.319324716503566,5.954,0.721680546975036,-6.879666666666668,-0.6456666666666666,2.536,2.7680000000000002,-1.596
2003-02-21,84.5,84.75,83.75,83.75,1278600,58.6,-0.5,-0.5934718100890208,83.3,83.275,83.86666666666666,-0.3049234898034285,-0.6039959562900215,0.2990724664865929,55.69984162788848,53.76806784751735,52.10019313335228,51.43808435967948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-24,83.75,84.25,83.75,83.75,717200,58.6,0.0,0.0,83.275,83.25,83.825,-0.25867496569249226,-0.5349317581705156,0.27625679247802337,55.69984162788849,53.76806784751735,52.10019313335228,47.58655038976595,16.654,0.6390508021390374,-9.293500000000002,1.4235,10.924000000000003,4.356,8.855
2003-02-25,83.25,83.75,83.25,83.75,880000,58.6,0.0,0.0,83.4,83.2375,83.76666666666667,-0.21949250417317498,-0.4718439073710475,0.2523514031978725,55.69984162788849,53.76806784751735,52.10019313335227,49.384130382540334,9.973999999999998,0.6380952380952379,-2.8170000000000006,5.196000000000001,5.655000000000001,-1.239,7.344000000000002
2003-02-26,84.0,84.25,83.5,83.5,585500,58.42,-0.25,-0.2985074626865672,83.475,83.25,83.68333333333334,-0.20623567529995054,-0.4187222609568281,0.2124865856568776,48.217802672549,50.88114522136878,50.81619712657195,54.328230686004154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-27,83.75,84.5,83.25,83.75,1852800,58.6,0.25,0.29940119760479045,83.625,83.275,83.625,-0.17355598686307872,-0.3696890061380783,0.19613301927499954,55.406052590758726,53.59900217188985,52.04930937660922,54.11970925154601,7.419,0.7142857142857143,-9.49,-2.8429999999999995,3.5189999999999997,0.5610000000000002,-0.5310000000000001
2003-02-28,84.25,85.25,84.25,85.25,2181500,59.65,1.5,1.791044776119403,83.9,83.3875,83.6,-0.02631627669900638,-0.3010144602502639,0.2746981835512575,77.69725532469032,65.93609028311242,58.55492102521474,56.343230090510275,8.158499999999998,0.7634053523486313,-5.111,1.2795,3.0577500000000004,0.88325,2.402625000000002
2003-03-03,85.0,86.0,85.0,86.0,2158700,60.17,0.75,0.8797653958944283,84.175,83.5375,83.61666666666666,0.14917143099874866,-0.2109772820004614,0.36014871299921003,82.84301779843341,70.25051906402892,61.29470935243064,67.28914073305273,16.868699999999997,0.7335376635090791,-7.873999999999998,2.4783999999999997,7.479999999999999,2.5740999999999996,7.160400000000001
2003-03-04,85.25,85.25,84.5,84.75,4494100,59.3,-1.25,-1.4534883720930232,84.275,83.6125,83.625,0.1852467412349057,-0.13173247735338794,0.3169792185882937,56.68562896093855,57.10100081565707,54.97442144210115,62.36103847781116,19.6155,0.714965772098114,-10.949000000000002,2.4643,9.103899999999998,1.5271000000000001,7.2311
2003-03-05,84.0,85.5,83.75,85.0,3517200,59.47,0.25,0.2949852507374631,84.375,83.7375,83.65,0.2313428191551452,-0.059117418051681324,0.29046023720682657,59.73674418903903,58.78422637507956,55.9229273002668,57.91717514736258,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003-03-06,84.75,84.75,84.0,84.25,2671600,58.95,-0.75,-0.8823529411764706,84.375,83.8375,83.65,0.20499253468632614,-0.006295427504079826,0.21128796219040602,47.65260442787865,52.09465709133339,52.46321282225331,48.309901245339006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-07,84.0,84.25,83.5,84.0,3283400,58.77,-0.25,-0.2967359050445104,84.4,83.85,83.65,0.16206860771291076,0.02737737953931829,0.13469122817359247,44.085392633893086,50.024572736185064,51.358063022697365,39.10761485238681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-10,84.0,84.0,83.5,83.5,1864700,58.42,-0.5,-0.5952380952380952,84.375,83.825,83.625,0.08670577481107955,0.03924305859367054,0.04746271621740901,37.37124270627012,46.033518862141584,49.195326974869616,34.364405743691705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-11,83.25,84.25,83.25,84.0,1182400,58.77,0.5,0.5988023952095809,84.4,83.9,83.625,0.06655876014654892,0.04470619890424622,0.021852561242302712,47.04856682583811,50.354411050656516,51.333809192855796,33.869433343615306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-12,84.25,84.75,84.0,84.25,1641700,58.95,0.25,0.2976190476190476,84.475,83.975,83.65833333333333,0.0699585776014402,0.049756674643685016,0.02020190295775518,51.54124202157478,52.4318311444519,52.379608510635,33.986069916438254,0.076,0.9375,0.0,0.0,0.073,0.0,0.079
